ID,CREDITSTATUS,AGE,GENDER,CAMPAIGN,OWNCAR,OWNPROPERTY,CHILDRENCOUNT,FAMSIZE,INCOMETOTAL,INCOMETYPE,EDUCATIONLEVEL,MARITALSTATUS,HOUSINGTYPE,MOBILE,EMAIL,OCCUPATION
5091736,C,25,F,3,Y,Y,0,1,243000,Working,Secondary / secondary special,Single / not married,House / apartment,Y,N,Sales staff
5091739,C,61,F,1,Y,Y,0,1,243000,Working,Secondary / secondary special,Single / not married,House / apartment,Y,N,Sales staff
5091740,C,51,F,0,Y,Y,0,1,243000,Working,Secondary / secondary special,Single / not married,House / apartment,Y,N,Sales staff
5091741,C,36,F,1,Y,Y,0,1,243000,Working,Secondary / secondary special,Single / not married,House / apartment,Y,N,Sales staff
5091743,C,34,F,5,Y,Y,0,1,243000,Working,Secondary / secondary special,Single / not married,House / apartment,Y,N,Sales staff
5091752,C,57,M,7,Y,N,2,4,135000,Working,Higher education,Married,House / apartment,Y,N,Core staff
5091756,C,27,M,7,Y,N,2,4,135000,Working,Higher education,Married,House / apartment,Y,N,Core staff
5091757,0,55,M,2,Y,N,2,4,135000,Working,Higher education,Married,House / apartment,Y,N,Core staff
5091758,X,28,F,4,N,N,0,2,157500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Y,N,Laborers
5091768,C,46,M,1,N,Y,0,2,247500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5091772,C,45,M,1,N,Y,0,2,247500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5091777,0,26,F,1,N,Y,0,1,225000,Working,Incomplete higher,Single / not married,House / apartment,Y,N,Managers
5091778,0,32,M,1,N,Y,2,4,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5091779,0,44,M,2,N,Y,2,4,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5091787,0,22,M,2,Y,Y,0,2,360000,Commercial associate,Higher education,Married,House / apartment,Y,N,High skill tech staff
5091789,C,29,M,0,N,Y,2,4,450000,Commercial associate,Higher education,Married,House / apartment,Y,N,Managers
5091791,C,54,M,1,Y,Y,1,3,135000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Low-skill Laborers
5091792,C,36,M,1,Y,Y,1,3,135000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Low-skill Laborers
5091793,C,38,M,1,Y,Y,1,3,135000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Low-skill Laborers
5091798,C,42,F,1,Y,N,1,3,90000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5091799,0,74,F,3,Y,N,1,3,90000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5091807,X,50,F,25,N,Y,1,3,45000,Commercial associate,Secondary / secondary special,Married,House / apartment,Y,N,Sales staff
5091811,C,41,M,1,Y,N,0,1,112500,State servant,Incomplete higher,Single / not married,With parents,Y,N,Laborers
5091819,C,27,F,1,N,Y,0,1,157500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Y,N,Medicine staff
5091824,C,42,M,2,N,Y,0,1,270000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Y,N,Laborers
5091844,C,56,M,1,Y,N,1,3,202500,Working,Secondary / secondary special,Married,With parents,Y,N,Sales staff
5091853,X,85,M,4,N,Y,1,3,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5091856,0,53,F,0,Y,Y,2,4,117000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Waiters/barmen staff
5091858,X,34,M,10,Y,Y,0,2,135000,Working,Incomplete higher,Married,House / apartment,Y,Y,Laborers
5091860,X,57,F,2,N,Y,3,5,103500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Medicine staff
5091870,0,30,F,2,N,Y,0,2,247500,Working,Higher education,Married,House / apartment,Y,N,Sales staff
5091879,0,76,F,41,Y,Y,0,2,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,Y,N,Accountants
5091882,X,31,F,17,Y,Y,0,2,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,Y,N,Accountants
5091892,C,22,F,0,N,Y,0,1,202500,Working,Higher education,Single / not married,With parents,Y,N,
5091894,0,28,M,1,N,N,0,1,157500,Commercial associate,Higher education,Single / not married,House / apartment,Y,N,Sales staff
5091895,C,50,M,27,N,N,0,1,157500,Commercial associate,Higher education,Single / not married,House / apartment,Y,N,Sales staff
5091902,1,47,F,2,Y,Y,0,1,225000,Working,Secondary / secondary special,Widow,House / apartment,Y,N,Cleaning staff
5091907,0,47,F,1,N,Y,0,2,157500,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5091908,X,30,F,35,N,Y,2,4,67500,Working,Higher education,Married,House / apartment,Y,N,
5091909,X,30,F,1,N,Y,2,4,67500,Working,Higher education,Married,House / apartment,Y,N,
5091911,X,24,F,2,N,Y,0,2,180000,Commercial associate,Higher education,Married,House / apartment,Y,Y,Managers
5091926,0,51,F,2,Y,Y,0,2,405000,Commercial associate,Incomplete higher,Married,House / apartment,Y,N,
5091928,0,42,F,1,Y,N,0,2,108000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Sales staff
5091946,0,26,F,2,N,Y,0,1,225000,Working,Higher education,Single / not married,House / apartment,Y,Y,Accountants
5091957,C,21,F,2,N,Y,0,2,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5091961,C,50,F,3,N,Y,0,2,171000,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5091970,C,30,M,3,Y,Y,2,4,180000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Drivers
5091971,C,36,M,1,Y,Y,2,4,180000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Drivers
5091973,X,32,F,52,N,Y,0,2,171000,Commercial associate,Secondary / secondary special,Married,House / apartment,Y,N,Cooking staff
5091986,0,39,M,0,N,Y,0,2,112500,Commercial associate,Higher education,Married,House / apartment,Y,Y,Managers
5091998,0,36,M,1,Y,Y,2,4,243000,Pensioner,Higher education,Married,Office apartment,Y,N,
5092001,C,47,F,1,N,Y,0,2,49500,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5092009,C,58,F,1,N,N,0,2,112500,Commercial associate,Higher education,Married,With parents,Y,N,Accountants
5092011,C,28,F,0,N,N,0,2,112500,Commercial associate,Higher education,Married,With parents,Y,N,Accountants
5092013,C,85,F,3,N,N,0,2,112500,Commercial associate,Higher education,Married,With parents,Y,N,Accountants
5092014,C,41,F,1,Y,Y,1,3,247500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5092016,C,46,F,1,N,Y,0,2,135000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Core staff
5092022,X,54,F,1,N,Y,0,2,135000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Core staff
5092023,X,46,F,3,N,Y,0,2,135000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Core staff
5092031,X,30,F,1,N,Y,2,3,360000,Working,Secondary / secondary special,Separated,House / apartment,Y,N,Medicine staff
5092036,C,37,F,0,Y,Y,0,2,180000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Accountants
5092037,1,63,F,2,Y,Y,0,2,180000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Accountants
5092046,C,43,F,0,N,Y,1,3,135000,Working,Secondary / secondary special,Married,House / apartment,Y,N,
5092056,0,53,F,34,N,N,0,1,103500,Pensioner,Higher education,Single / not married,House / apartment,Y,N,
5092058,C,51,F,1,N,Y,0,2,180000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Private service staff
5092059,C,36,F,2,N,Y,0,1,202500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Y,N,Sales staff
5092060,C,39,F,2,N,Y,0,1,202500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Y,N,Sales staff
5092061,C,43,F,2,N,Y,0,1,202500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Y,N,Sales staff
5092067,X,51,M,1,Y,Y,0,2,90000,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5092068,0,47,M,6,Y,Y,0,2,90000,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5092080,0,51,M,0,Y,N,1,3,207000,State servant,Secondary / secondary special,Married,With parents,Y,N,
5092085,C,59,M,0,Y,N,1,3,207000,State servant,Secondary / secondary special,Married,With parents,Y,N,
5092087,C,52,M,0,Y,Y,2,4,247500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5092092,X,69,F,2,N,Y,1,2,144000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Y,N,Laborers
5092108,0,40,F,0,N,Y,1,2,135000,Working,Secondary / secondary special,Single / not married,Municipal apartment,Y,N,Medicine staff
5092109,0,51,F,2,N,Y,1,2,135000,Working,Secondary / secondary special,Single / not married,Municipal apartment,Y,N,Medicine staff
5092113,0,44,M,0,Y,Y,0,1,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,Y,N,
5092117,C,39,F,1,N,Y,0,2,193500,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5092118,0,37,F,7,N,Y,0,2,193500,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5092122,C,43,F,1,N,Y,0,2,193500,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5092144,0,47,M,1,Y,Y,0,1,135000,Working,Secondary / secondary special,Single / not married,House / apartment,Y,N,
5092150,0,33,F,1,N,Y,0,2,292500,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5092152,C,31,F,2,N,Y,0,1,94500,Working,Higher education,Single / not married,House / apartment,Y,N,Accountants
5092156,0,40,F,0,Y,Y,0,2,301500,Pensioner,Higher education,Married,House / apartment,Y,N,
5092161,C,46,F,0,N,Y,0,2,112500,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5092167,C,30,M,1,Y,Y,3,5,81000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5092177,0,40,M,3,Y,N,2,4,315000,Commercial associate,Incomplete higher,Married,House / apartment,Y,N,Managers
5092206,C,57,M,2,Y,Y,0,2,180000,Working,Higher education,Married,House / apartment,Y,N,Laborers
5092215,X,47,F,0,Y,Y,0,2,144000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Accountants
5092221,X,38,M,52,N,N,0,2,67500,State servant,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5092222,X,28,M,1,N,N,0,2,67500,State servant,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5092223,X,33,M,0,N,N,0,2,67500,State servant,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5092225,X,32,M,0,Y,Y,0,2,225000,Working,Secondary / secondary special,Married,House / apartment,Y,N,
5092227,C,41,M,10,Y,Y,0,2,225000,Working,Secondary / secondary special,Married,House / apartment,Y,N,
5092229,X,28,M,5,Y,Y,0,2,225000,Working,Secondary / secondary special,Married,House / apartment,Y,N,
5092230,C,47,M,2,Y,Y,0,2,225000,Working,Secondary / secondary special,Married,House / apartment,Y,N,
5092233,0,39,M,4,Y,Y,0,2,225000,Working,Secondary / secondary special,Married,House / apartment,Y,N,
5092250,C,58,F,2,N,Y,0,2,90000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5092253,C,39,M,9,Y,Y,0,2,112500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Drivers
5092258,C,31,F,3,Y,Y,2,4,157500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5092265,C,39,M,1,N,Y,0,2,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,Y,N,Security staff
5092271,C,46,F,22,N,Y,0,2,360000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5092274,X,52,F,1,N,Y,0,2,360000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5092276,C,58,F,3,N,Y,0,2,360000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5092278,C,65,F,8,N,Y,0,2,360000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5092279,C,42,F,4,N,Y,0,2,360000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5092280,C,42,F,8,N,Y,0,2,360000,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5092281,C,32,F,28,N,Y,0,2,360000,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5092283,0,36,F,1,N,Y,0,2,360000,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5092287,C,29,F,3,N,Y,0,2,247500,Pensioner,Higher education,Married,House / apartment,Y,N,
5092292,C,53,F,1,N,Y,0,2,247500,Pensioner,Higher education,Married,House / apartment,Y,N,
5092297,X,30,F,2,N,Y,0,2,247500,Pensioner,Higher education,Married,House / apartment,Y,N,
5092302,C,32,F,1,N,Y,0,1,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,Y,N,
5092310,X,33,M,4,N,Y,0,2,270000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5092316,X,43,M,0,N,Y,0,2,270000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5092320,C,39,F,10,N,Y,0,2,202500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5092324,C,57,F,2,N,Y,3,5,103500,Working,Secondary / secondary special,Married,House / apartment,Y,N,
5092339,C,42,F,1,N,Y,0,2,112500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Cleaning staff
5092342,C,40,F,1,N,Y,0,1,225000,Working,Secondary / secondary special,Widow,House / apartment,Y,N,Sales staff
5092346,C,47,F,1,N,Y,0,1,225000,Working,Secondary / secondary special,Widow,House / apartment,Y,N,Sales staff
5092347,C,51,F,3,N,Y,0,1,225000,Working,Secondary / secondary special,Widow,House / apartment,Y,N,Sales staff
5092356,C,49,F,3,N,N,0,2,121500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Y,N,Laborers
5092357,C,33,F,3,N,N,0,2,121500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Y,N,Laborers
5092360,C,36,F,1,N,Y,0,1,90000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Y,N,Cleaning staff
5092362,C,29,F,2,N,Y,0,1,90000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Y,N,Cleaning staff
5092364,0,39,M,0,N,Y,0,1,90000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Y,N,
5092372,C,39,M,1,Y,Y,0,2,292500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Y,N,
5092375,C,39,M,10,Y,Y,0,2,292500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Y,N,
5092376,C,36,M,0,Y,Y,0,2,292500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Y,N,
5092381,C,40,F,1,N,Y,0,1,153000,Working,Secondary / secondary special,Widow,House / apartment,Y,N,Laborers
5092393,C,45,M,1,Y,Y,1,3,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,Y,N,Drivers
5092400,X,56,F,1,Y,Y,0,2,180000,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5092423,C,48,F,19,Y,Y,0,2,405000,Commercial associate,Higher education,Civil marriage,House / apartment,Y,N,Accountants
5092428,0,28,F,7,Y,Y,0,2,72000,Working,Secondary / secondary special,Married,With parents,Y,N,Cooking staff
5092429,C,23,F,10,Y,Y,0,2,72000,Working,Secondary / secondary special,Married,With parents,Y,N,Cooking staff
5092434,0,38,F,1,Y,Y,0,2,112500,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5092443,0,36,F,3,Y,Y,0,2,112500,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5092450,C,32,M,3,Y,N,0,1,121500,Commercial associate,Secondary / secondary special,Single / not married,With parents,Y,N,Laborers
5092451,C,44,M,6,Y,N,0,1,121500,Commercial associate,Secondary / secondary special,Single / not married,With parents,Y,N,Laborers
5092452,0,59,M,32,Y,N,0,1,121500,Commercial associate,Secondary / secondary special,Single / not married,With parents,Y,N,Laborers
5092457,0,57,M,1,N,N,1,2,247500,Working,Secondary / secondary special,Separated,Municipal apartment,Y,N,High skill tech staff
5092463,C,39,F,3,N,Y,0,2,130500,Pensioner,Higher education,Civil marriage,House / apartment,Y,N,
5092465,X,27,F,47,N,N,0,2,67500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Sales staff
5092466,0,35,F,2,N,N,0,2,67500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Sales staff
5092468,0,58,F,4,N,N,0,2,67500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Sales staff
5092481,X,54,F,1,N,N,1,3,85500,State servant,Secondary / secondary special,Married,Municipal apartment,Y,N,Core staff
5093227,C,51,M,1,N,Y,0,2,157500,Commercial associate,Academic degree,Married,House / apartment,Y,N,Managers
5093235,C,24,M,1,N,N,0,2,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,Y,N,Security staff
5093250,C,27,F,1,N,Y,0,2,247500,Commercial associate,Higher education,Married,House / apartment,Y,N,Sales staff
5093252,C,40,F,5,N,Y,0,2,247500,Commercial associate,Higher education,Married,House / apartment,Y,N,Sales staff
5093280,0,40,M,1,Y,N,0,1,225000,Commercial associate,Secondary / secondary special,Separated,House / apartment,Y,N,Drivers
5093288,0,47,M,3,Y,Y,1,3,292500,Working,Secondary / secondary special,Married,With parents,Y,N,Laborers
5093304,X,41,F,53,N,Y,0,1,270000,Working,Higher education,Single / not married,House / apartment,Y,N,Managers
5093305,C,39,F,3,N,Y,0,1,270000,Working,Higher education,Single / not married,House / apartment,Y,N,Managers
5093306,C,37,F,2,N,Y,0,1,270000,Working,Higher education,Single / not married,House / apartment,Y,N,Managers
5094868,X,45,F,0,N,Y,0,1,81000,Working,Secondary / secondary special,Separated,House / apartment,Y,N,Laborers
5094882,X,28,M,2,N,Y,0,1,450000,Commercial associate,Secondary / secondary special,Single / not married,With parents,Y,N,Managers
5094883,0,48,M,3,N,Y,0,1,450000,Commercial associate,Secondary / secondary special,Single / not married,With parents,Y,N,Managers
5094888,X,57,F,2,N,Y,0,1,90000,Working,Higher education,Single / not married,House / apartment,Y,N,Laborers
5094892,C,28,M,2,N,Y,0,2,67500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5094898,C,31,M,2,Y,Y,1,3,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,Y,N,Managers
5094907,X,31,F,0,N,Y,0,2,202500,Working,Higher education,Married,House / apartment,Y,N,
5094916,C,35,F,2,N,Y,2,3,90000,Working,Secondary / secondary special,Single / not married,House / apartment,Y,N,Cooking staff
5094917,C,32,F,2,Y,Y,0,2,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Y,N,Core staff
5094920,C,26,F,2,Y,Y,0,2,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Y,N,Core staff
5094925,C,46,F,3,Y,Y,0,2,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Y,N,Core staff
5094926,0,28,F,1,Y,Y,0,2,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Y,N,Core staff
5094930,0,29,M,5,Y,Y,0,2,405000,Commercial associate,Higher education,Married,House / apartment,Y,N,Drivers
5094940,X,33,F,1,N,Y,0,2,135000,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5094944,X,47,F,2,Y,N,0,1,45000,Working,Secondary / secondary special,Single / not married,Rented apartment,Y,N,Sales staff
5094954,C,35,F,1,N,Y,0,1,112500,Pensioner,Higher education,Single / not married,House / apartment,Y,N,
5094955,C,43,F,0,N,Y,0,1,112500,Pensioner,Higher education,Single / not married,House / apartment,Y,N,
5094960,C,30,F,2,N,Y,0,1,112500,Pensioner,Higher education,Single / not married,House / apartment,Y,N,
5094970,0,38,F,0,N,Y,2,4,60750,Commercial associate,Higher education,Married,House / apartment,Y,N,Core staff
5095008,X,41,M,1,N,Y,2,4,180000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5095024,0,25,F,2,N,Y,0,2,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Y,N,
5095034,C,50,M,2,Y,Y,0,2,157500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5095035,C,44,M,4,Y,Y,0,2,157500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5095041,C,27,M,6,Y,Y,0,2,157500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5095042,0,37,M,11,Y,Y,0,2,157500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5095058,0,45,F,0,Y,Y,0,2,157500,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5095060,0,30,F,3,Y,Y,0,2,157500,Pensioner,Secondary / secondary special,Married,House / apartment,Y,N,
5095071,0,26,F,1,Y,Y,0,1,135000,Pensioner,Secondary / secondary special,Widow,House / apartment,Y,N,
5095075,0,34,F,0,Y,Y,0,1,135000,Pensioner,Secondary / secondary special,Widow,House / apartment,Y,N,
5095076,0,30,F,1,Y,Y,0,1,135000,Pensioner,Secondary / secondary special,Widow,House / apartment,Y,N,
5095085,0,41,F,2,Y,Y,0,1,135000,Pensioner,Secondary / secondary special,Widow,House / apartment,Y,N,
5095092,C,51,F,2,N,Y,2,4,202500,Working,Higher education,Married,House / apartment,Y,N,High skill tech staff
5095101,C,36,F,2,N,Y,2,4,202500,Working,Higher education,Married,House / apartment,Y,N,High skill tech staff
5095102,1,33,F,27,N,Y,2,4,202500,Working,Higher education,Married,House / apartment,Y,N,High skill tech staff
5095104,X,32,F,1,N,Y,2,4,202500,Working,Higher education,Married,House / apartment,Y,N,High skill tech staff
5095106,0,23,F,3,N,Y,2,4,202500,Working,Higher education,Married,House / apartment,Y,N,High skill tech staff
5095109,0,23,F,1,N,Y,0,1,126000,Working,Higher education,Single / not married,House / apartment,Y,N,
5095118,X,40,F,3,N,Y,0,2,67500,Working,Higher education,Married,House / apartment,Y,N,Core staff
5095124,0,35,F,1,N,Y,0,2,67500,Working,Higher education,Married,House / apartment,Y,N,Core staff
5095130,C,38,F,4,N,Y,0,2,135000,Pensioner,Higher education,Married,House / apartment,Y,N,
5095133,0,41,F,0,N,Y,0,2,135000,Pensioner,Higher education,Married,House / apartment,Y,N,
5095141,C,27,F,0,N,Y,2,3,157500,Working,Secondary / secondary special,Single / not married,House / apartment,Y,N,High skill tech staff
5095164,X,29,M,3,Y,Y,0,2,252000,Commercial associate,Higher education,Married,House / apartment,Y,N,Drivers
5095166,C,26,M,1,Y,Y,0,2,252000,Commercial associate,Higher education,Married,House / apartment,Y,N,Drivers
5095170,C,32,M,1,Y,Y,0,2,252000,Commercial associate,Higher education,Married,House / apartment,Y,N,Drivers
5095171,X,30,M,0,Y,Y,0,2,252000,Commercial associate,Higher education,Married,House / apartment,Y,N,Drivers
5095186,X,28,M,3,Y,Y,1,3,495000,Commercial associate,Secondary / secondary special,Married,House / apartment,Y,N,Managers
5095187,X,53,M,3,Y,Y,1,3,495000,Commercial associate,Secondary / secondary special,Married,House / apartment,Y,N,Managers
5095198,C,48,F,0,N,Y,0,1,112500,Working,Secondary / secondary special,Separated,House / apartment,Y,N,Medicine staff
5095206,C,60,M,0,Y,Y,1,3,292500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Core staff
5095207,0,26,M,2,Y,Y,1,3,292500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Core staff
5095208,0,36,M,1,Y,Y,1,3,292500,Working,Secondary / secondary special,Married,House / apartment,Y,N,Core staff
5095211,C,35,F,20,N,Y,0,1,135000,Working,Secondary / secondary special,Widow,House / apartment,Y,N,Sales staff
5095224,X,52,M,2,Y,Y,2,4,180000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Drivers
5095226,X,28,M,1,Y,Y,2,4,180000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Drivers
5095228,0,36,F,1,N,Y,0,2,90000,Working,Secondary / secondary special,Married,House / apartment,Y,N,Medicine staff
5095243,0,47,F,1,N,N,2,3,112500,Working,Secondary / secondary special,Separated,House / apartment,Y,N,Laborers
5095247,0,33,F,5,N,N,2,3,112500,Working,Secondary / secondary special,Separated,House / apartment,Y,N,Laborers
5095256,X,36,M,0,Y,Y,1,3,450000,Working,Higher education,Married,House / apartment,Y,N,Managers
5095257,0,29,M,3,Y,Y,1,3,450000,Working,Higher education,Married,House / apartment,Y,N,Managers
5095261,X,36,M,1,N,Y,0,2,189000,Commercial associate,Secondary / secondary special,Married,House / apartment,Y,N,Laborers
5095290,C,40,F,0,N,Y,1,3,229500,State servant,Higher education,Married,House / apartment,Y,N,
5095302,C,34,F,2,Y,Y,0,2,225000,Working,Higher education,Married,House / apartment,Y,N,Core staff
5095315,C,30,F,0,Y,Y,0,2,225000,Working,Higher education,Married,House / apartment,Y,N,Core staff
5095316,C,38,F,1,Y,Y,0,2,225000,Working,Higher education,Married,House / apartment,Y,N,Core staff
5095323,C,60,F,1,N,Y,0,1,315000,Pensioner,Secondary / secondary special,Widow,House / apartment,Y,N,
5095334,C,32,M,2,N,Y,0,2,135000,Working,Higher education,Married,House / apartment,Y,N,Laborers
5095347,0,75,M,1,Y,Y,0,2,225000,Pensioner,Higher education,Married,House / apartment,Y,N,
5095348,C,59,M,4,Y,Y,0,2,225000,Pensioner,Higher education,Married,House / apartment,Y,N,
5095352,C,45,M,0,Y,Y,0,2,225000,Pensioner,Higher education,Married,House / apartment,Y,N,
5095353,C,31,F,0,Y,Y,0,2,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Y,N,Accountants
5095355,C,51,F,2,N,N,0,1,157500,Working,Secondary / secondary special,Single / not married,With parents,Y,N,Sales staff
5095356,0,35,F,1,N,N,0,1,157500,Working,Secondary / secondary special,Single / not married,With parents,Y,N,Sales staff
5095359,C,56,M,0,N,Y,1,3,270000,Commercial associate,Higher education,Married,House / apartment,Y,Y,Managers
5095360,0,40,M,3,N,Y,1,3,270000,Commercial associate,Higher education,Married,House / apartment,Y,Y,Managers
5095361,C,55,F,3,N,Y,1,3,202500,Working,Higher education,Married,Rented apartment,Y,N,
5095373,C,49,M,3,Y,Y,1,2,315000,Working,Higher education,Separated,House / apartment,Y,N,Managers
5095374,C,60,M,1,Y,Y,1,2,315000,Working,Higher education,Separated,House / apartment,Y,N,Managers
5095378,C,81,M,0,Y,Y,1,2,315000,Working,Higher education,Separated,House / apartment,Y,N,Managers
5095379,C,38,M,2,Y,Y,1,2,315000,Working,Higher education,Separated,House / apartment,Y,N,Managers
5095383,C,48,M,1,Y,Y,1,2,315000,Working,Higher education,Separated,House / apartment,Y,N,Managers
5095387,C,35,M,2,Y,Y,1,3,270000,Working,Secondary / secondary special,Married,Municipal apartment,Y,Y,Core staff
5095413,X,32,F,2,N,N,0,1,90000,Working,Secondary / secondary special,Single / not married,With parents,Y,N,Sales staff
5095416,X,64,F,0,N,N,0,1,90000,Working,Secondary / secondary special,Single / not married,With parents,Y,N,Sales staff
5095423,C,30,M,1,Y,Y,0,2,405000,Working,Higher education,Married,House / apartment,Y,Y,
5095424,C,75,M,2,Y,Y,0,2,405000,Working,Higher education,Married,House / apartment,Y,Y,
5095427,C,31,M,1,Y,Y,0,2,405000,Working,Higher education,Married,House / apartment,Y,Y,
5095431,X,53,F,1,N,Y,0,2,292500,Working,Higher education,Married,House / apartment,Y,N,High skill tech staff
5095442,C,49,F,1,N,Y,1,3,99000,Working,Incomplete higher,Married,House / apartment,Y,N,Sales staff
5095455,0,80,F,13,Y,Y,2,4,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,Y,N,Sales staff
5095461,0,40,F,0,N,Y,0,1,270000,Commercial associate,Higher education,Single / not married,House / apartment,Y,N,HR staff
